"","Area.of.residence","Area.of.workplace","All.categories..Method.of.travel.to.work","Work.mainly.at.or.from.home","Underground..metro..light.rail..tram","Train","Bus..minibus.or.coach","Taxi","Motorcycle..scooter.or.moped","Driving.a.car.or.van","Passenger.in.a.car.or.van","Bicycle","On.foot","Other.method.of.travel.to.work","dist","p_cycle","pc","ecp"
"943244","E02002435","E02002454",41,0,0,0,6,0,0,32,3,0,0,0,0,0.3,12.3,12.3
"943245","E02002435","E02002456",29,0,0,0,3,0,0,24,1,1,0,0,0,0.3,8.7,7.7
"943246","E02002435","E02002458",11,0,0,0,0,0,0,8,1,2,0,0,0,0.3,3.3,1.3
"943247","E02002435","E02002459",7,0,0,0,0,0,0,5,2,0,0,0,0,0.3,2.1,2.1
"943248","E02002435","E02002461",10,0,0,0,1,0,0,9,0,0,0,0,0,0.3,3,3
"943249","E02002435","E02002462",8,0,0,0,0,0,0,8,0,0,0,0,0,0.3,2.4,2.4
"943250","E02002435","E02002463",2,0,0,0,0,0,1,1,0,0,0,0,0,0.3,0.6,0.6
"943251","E02002435","E02002464",5,0,0,0,0,0,0,5,0,0,0,0,0,0.3,1.5,1.5
"943252","E02002435","E02002465",12,0,0,0,1,0,1,8,1,1,0,0,0,0.3,3.6,2.6
"943253","E02002435","E02002466",4,0,0,0,0,0,0,4,0,0,0,0,0,0.3,1.2,1.2
"943254","E02002435","E02002467",5,0,0,0,1,0,0,4,0,0,0,0,0,0.3,1.5,1.5
"943255","E02002435","E02002468",3,0,0,0,0,0,0,2,1,0,0,0,0,0.3,0.9,0.9
"943256","E02002435","E02002469",1,0,0,0,0,0,0,0,1,0,0,0,0,0.3,0.3,0.3
"943257","E02002435","E02002470",4,0,0,0,0,0,0,4,0,0,0,0,0,0.3,1.2,1.2
"943258","E02002435","E02002471",2,0,0,0,0,0,0,2,0,0,0,0,0,0.3,0.6,0.6
"943259","E02002435","E02002472",1,0,0,0,0,0,0,1,0,0,0,0,0,0.3,0.3,0.3
"943260","E02002435","E02002473",3,0,0,0,0,0,0,2,1,0,0,0,0,0.3,0.9,0.9
"943261","E02002435","E02002474",3,0,0,0,0,0,0,3,0,0,0,0,0,0.3,0.9,0.9
"943282","E02002435","E02002782",1,0,0,0,0,0,0,1,0,0,0,0,0,0.3,0.3,0.3
"943325","E02002435","E02005772",1,0,0,0,0,0,0,1,0,0,0,0,0,0.3,0.3,0.3
"943326","E02002435","E02005775",4,0,0,0,0,0,0,4,0,0,0,0,0,0.3,1.2,1.2
"943327","E02002435","E02005777",1,0,0,0,0,0,0,1,0,0,0,0,0,0.3,0.3,0.3
"943328","E02002435","E02005778",1,0,0,0,0,0,0,1,0,0,0,0,0,0.3,0.3,0.3
"943329","E02002435","E02005779",1,0,0,0,0,0,0,1,0,0,0,0,0,0.3,0.3,0.3
"943330","E02002435","E02005780",6,0,0,0,0,0,0,6,0,0,0,0,0,0.3,1.8,1.8
"943335","E02002435","E02005809",2,0,0,0,0,0,0,2,0,0,0,0,0,0.3,0.6,0.6
"943336","E02002435","E02005812",3,0,0,0,0,0,0,3,0,0,0,0,0,0.3,0.9,0.9
"943338","E02002435","E02005817",1,0,0,0,0,0,0,1,0,0,0,0,0,0.3,0.3,0.3
"943353","E02002435","E02006852",9,0,0,0,1,0,0,7,1,0,0,0,11338.0419370272,0.0310678675478719,0.279610807930847,0.279610807930847
"943354","E02002435","E02006861",9,0,0,0,2,0,0,7,0,0,0,0,10030.9545426338,0.0403500069165345,0.363150062248811,0.363150062248811
"943356","E02002435","E02006875",414,0,0,13,122,4,5,213,46,8,3,0,8325.58396385916,0.0567505689512742,23.4947355458275,15.4947355458275
"943357","E02002435","E02006876",94,0,0,0,7,1,1,78,3,1,3,0,7719.25109607551,0.0640671822499192,6.02231513149241,5.02231513149241
"943428","E02002436","E02002183",1,0,0,0,0,0,0,1,0,0,0,0,0,0.3,0.3,0.3
"943429","E02002436","E02002184",1,0,0,0,0,0,0,1,0,0,0,0,0,0.3,0.3,0.3
"943430","E02002436","E02002186",1,0,0,0,0,0,0,1,0,0,0,0,0,0.3,0.3,0.3
"943431","E02002436","E02002187",1,0,0,0,0,0,0,1,0,0,0,0,0,0.3,0.3,0.3
"943432","E02002436","E02002190",1,0,0,0,0,0,1,0,0,0,0,0,0,0.3,0.3,0.3
"943433","E02002436","E02002191",1,0,0,1,0,0,0,0,0,0,0,0,0,0.3,0.3,0.3
"943434","E02002436","E02002195",1,0,0,0,0,0,1,0,0,0,0,0,0,0.3,0.3,0.3
"943435","E02002436","E02002200",3,0,0,0,0,0,0,3,0,0,0,0,0,0.3,0.9,0.9
"943436","E02002436","E02002202",3,0,0,0,0,0,0,3,0,0,0,0,0,0.3,0.9,0.9
"943437","E02002436","E02002206",1,0,0,0,0,0,0,1,0,0,0,0,0,0.3,0.3,0.3
"943438","E02002436","E02002210",2,0,0,0,0,0,0,2,0,0,0,0,0,0.3,0.6,0.6
"943439","E02002436","E02002211",1,0,0,0,0,0,0,1,0,0,0,0,0,0.3,0.3,0.3
"943440","E02002436","E02002212",2,0,0,0,0,0,0,1,1,0,0,0,0,0.3,0.6,0.6
"943441","E02002436","E02002217",2,0,0,0,0,0,0,2,0,0,0,0,0,0.3,0.6,0.6
"943442","E02002436","E02002220",6,0,0,1,0,0,0,4,0,0,1,0,0,0.3,1.8,1.8
"943443","E02002436","E02002221",14,0,0,0,0,0,0,12,2,0,0,0,0,0.3,4.2,4.2
"943444","E02002436","E02002222",3,0,0,0,0,0,0,3,0,0,0,0,0,0.3,0.9,0.9
"943445","E02002436","E02002226",2,0,0,0,0,0,0,2,0,0,0,0,0,0.3,0.6,0.6
"943446","E02002436","E02002227",3,0,0,0,0,0,0,3,0,0,0,0,0,0.3,0.9,0.9
"943447","E02002436","E02002228",7,0,0,0,0,0,0,7,0,0,0,0,0,0.3,2.1,2.1
"943448","E02002436","E02002230",2,0,0,0,1,0,0,1,0,0,0,0,0,0.3,0.6,0.6
"943449","E02002436","E02002231",1,0,0,0,0,0,0,1,0,0,0,0,0,0.3,0.3,0.3
"943450","E02002436","E02002232",1,0,0,0,0,0,0,1,0,0,0,0,0,0.3,0.3,0.3
"943451","E02002436","E02002235",1,0,0,0,0,0,0,1,0,0,0,0,0,0.3,0.3,0.3
"943452","E02002436","E02002238",2,0,0,0,0,0,0,2,0,0,0,0,0,0.3,0.6,0.6
"943453","E02002436","E02002239",15,0,0,0,2,0,0,12,1,0,0,0,0,0.3,4.5,4.5
"943454","E02002436","E02002241",1,0,0,0,0,0,0,1,0,0,0,0,0,0.3,0.3,0.3
"943455","E02002436","E02002242",2,0,0,0,0,0,0,2,0,0,0,0,0,0.3,0.6,0.6
"943456","E02002436","E02002243",3,0,0,0,0,0,0,3,0,0,0,0,0,0.3,0.9,0.9
"943457","E02002436","E02002246",1,0,0,0,0,0,0,1,0,0,0,0,0,0.3,0.3,0.3
"943461","E02002436","E02002262",3,0,0,0,2,0,0,1,0,0,0,0,0,0.3,0.9,0.9
"943463","E02002436","E02002266",1,0,0,0,0,0,0,1,0,0,0,0,0,0.3,0.3,0.3
"943466","E02002436","E02002271",1,0,0,0,0,0,0,1,0,0,0,0,0,0.3,0.3,0.3
"943467","E02002436","E02002272",32,0,0,0,1,0,1,27,2,1,0,0,0,0.3,9.6,8.6
"943468","E02002436","E02002273",6,0,0,0,0,0,0,6,0,0,0,0,0,0.3,1.8,1.8
"943469","E02002436","E02002274",1,0,0,0,0,0,0,1,0,0,0,0,0,0.3,0.3,0.3
"943470","E02002436","E02002275",4,0,0,0,0,0,0,4,0,0,0,0,0,0.3,1.2,1.2
"943471","E02002436","E02002276",2,0,0,0,0,0,0,1,0,1,0,0,0,0.3,0.6,-0.4
"943472","E02002436","E02002277",4,0,0,0,0,0,0,3,1,0,0,0,0,0.3,1.2,1.2
"943473","E02002436","E02002279",1,0,0,0,0,0,0,0,0,0,1,0,0,0.3,0.3,0.3
"943474","E02002436","E02002280",12,0,0,0,1,0,0,8,3,0,0,0,0,0.3,3.6,3.6
"943475","E02002436","E02002281",1,0,0,0,0,0,0,1,0,0,0,0,0,0.3,0.3,0.3
"943476","E02002436","E02002283",4,0,0,0,0,0,0,4,0,0,0,0,0,0.3,1.2,1.2
"943477","E02002436","E02002284",19,0,0,0,1,0,1,16,1,0,0,0,0,0.3,5.7,5.7
"943478","E02002436","E02002285",6,0,0,0,0,0,1,5,0,0,0,0,0,0.3,1.8,1.8
"943479","E02002436","E02002286",5,0,0,0,2,0,0,3,0,0,0,0,0,0.3,1.5,1.5
"943480","E02002436","E02002287",14,0,0,0,1,0,0,10,2,0,1,0,0,0.3,4.2,4.2
"943481","E02002436","E02002288",3,0,0,0,0,0,0,2,0,1,0,0,0,0.3,0.9,-0.1
"943482","E02002436","E02002289",5,0,0,0,0,0,0,5,0,0,0,0,0,0.3,1.5,1.5
"943483","E02002436","E02002290",2,0,0,0,0,0,0,2,0,0,0,0,0,0.3,0.6,0.6
"943484","E02002436","E02002291",3,0,0,0,0,0,0,3,0,0,0,0,0,0.3,0.9,0.9
"943485","E02002436","E02002293",4,0,0,0,0,0,0,4,0,0,0,0,0,0.3,1.2,1.2
"943486","E02002436","E02002294",13,0,0,0,1,0,0,12,0,0,0,0,0,0.3,3.9,3.9
"943487","E02002436","E02002295",1,0,0,0,0,0,0,1,0,0,0,0,0,0.3,0.3,0.3
"943494","E02002436","E02002316",1,0,0,0,0,0,0,1,0,0,0,0,0,0.3,0.3,0.3
"943500","E02002436","E02002331",6,0,0,0,2,0,0,4,0,0,0,0,25395.4195033055,0.00186768290438079,0.0112060974262847,0.0112060974262847
"943501","E02002436","E02002333",3,0,0,0,2,0,0,1,0,0,0,0,21301.3916277517,0.00423551170785469,0.0127065351235641,0.0127065351235641
"943502","E02002436","E02002334",6,0,0,0,0,0,0,6,0,0,0,0,21318.9391598197,0.00422067320549076,0.0253240392329446,0.0253240392329446
"943503","E02002436","E02002335",1,0,0,0,0,0,0,1,0,0,0,0,18924.3781972358,0.00681350611172108,0.00681350611172108,0.00681350611172108
"943504","E02002436","E02002336",5,0,0,0,0,0,0,4,1,0,0,0,18272.1174410637,0.00776292337195975,0.0388146168597987,0.0388146168597987
"943505","E02002436","E02002337",1,0,0,0,0,0,0,1,0,0,0,0,21272.3934109192,0.00426014753568876,0.00426014753568876,0.00426014753568876
"943506","E02002436","E02002338",3,0,0,0,0,1,0,1,1,0,0,0,19136.0343508431,0.00653110145051438,0.0195933043515431,0.0195933043515431
"943507","E02002436","E02002339",1,0,0,0,0,0,0,1,0,0,0,0,18306.0016237053,0.00771049316541247,0.00771049316541247,0.00771049316541247
"943508","E02002436","E02002340",2,0,0,0,0,0,0,2,0,0,0,0,17840.0791727231,0.00846353250383423,0.0169270650076685,0.0169270650076685
"943509","E02002436","E02002341",2,0,0,0,0,0,0,2,0,0,0,0,15783.4400769433,0.0127699462284922,0.0255398924569845,0.0255398924569845
"943510","E02002436","E02002343",2,0,0,0,0,0,0,2,0,0,0,0,16603.5354583423,0.0108381832270842,0.0216763664541684,0.0216763664541684
"943511","E02002436","E02002345",5,0,0,0,0,0,0,5,0,0,0,0,14676.8745253255,0.0159332412192042,0.0796662060960208,0.0796662060960208
"943512","E02002436","E02002346",1,0,0,0,0,0,0,1,0,0,0,0,14353.155683662,0.0169989459284288,0.0169989459284288,0.0169989459284288
"943513","E02002436","E02002347",3,0,0,0,0,0,0,2,0,0,1,0,13503.9582420973,0.0201456991966033,0.0604370975898099,0.0604370975898099
"943514","E02002436","E02002348",5,0,0,0,2,0,0,3,0,0,0,0,13661.1142871851,0.0195223432479268,0.0976117162396341,0.0976117162396341
"943515","E02002436","E02002349",3,0,0,0,0,0,0,3,0,0,0,0,13278.8435541713,0.0210734459854069,0.0632203379562206,0.0632203379562206
"943516","E02002436","E02002350",3,0,0,0,0,0,0,0,3,0,0,0,14730.397571987,0.015763591732285,0.0472907751968551,0.0472907751968551
"943517","E02002436","E02002351",3,0,0,0,1,0,0,2,0,0,0,0,14832.4166229861,0.0154452135083436,0.0463356405250309,0.0463356405250309
"943518","E02002436","E02002352",3,0,0,0,1,0,0,0,1,0,1,0,12724.2383884322,0.0235455018263899,0.0706365054791696,0.0706365054791696
"943519","E02002436","E02002354",2,0,0,0,0,0,0,2,0,0,0,0,12409.1338641055,0.0250771156165206,0.0501542312330411,0.0501542312330411
"943520","E02002436","E02002356",6,0,0,1,2,0,0,3,0,0,0,0,14772.5274588014,0.0156313260814201,0.0937879564885207,0.0937879564885207
"943521","E02002436","E02002357",1,0,0,0,0,0,0,1,0,0,0,0,13142.6037113138,0.021655549128537,0.021655549128537,0.021655549128537
"943522","E02002436","E02002358",6,0,0,0,1,0,0,4,1,0,0,0,13358.8116206203,0.0207390863760597,0.124434518256358,0.124434518256358
"943523","E02002436","E02002359",1,0,0,0,0,0,0,1,0,0,0,0,16438.7209575735,0.0112013945410248,0.0112013945410248,0.0112013945410248
"943524","E02002436","E02002360",1,0,0,0,0,0,0,0,0,0,1,0,11913.931407501,0.0276879193400714,0.0276879193400714,0.0276879193400714
"943525","E02002436","E02002361",1,0,0,0,0,0,0,1,0,0,0,0,11494.0601949597,0.0301134054279289,0.0301134054279289,0.0301134054279289
"943526","E02002436","E02002362",1,0,0,0,0,0,0,1,0,0,0,0,12193.05204166,0.0261846160938655,0.0261846160938655,0.0261846160938655
"943527","E02002436","E02002363",9,0,0,0,0,0,0,7,2,0,0,0,11269.191987029,0.0314986307694521,0.283487676925069,0.283487676925069
"943528","E02002436","E02002364",9,0,0,0,0,0,0,9,0,0,0,0,12262.5364684553,0.0258232482453177,0.232409234207859,0.232409234207859
"943529","E02002436","E02002368",3,0,0,0,0,0,0,3,0,0,0,0,14005.5543885197,0.0182227642769667,0.0546682928309,0.0546682928309
"943530","E02002436","E02002370",1,0,0,0,0,1,0,0,0,0,0,0,12592.1243358454,0.0241759323546008,0.0241759323546008,0.0241759323546008
"943531","E02002436","E02002371",5,0,0,0,0,0,1,4,0,0,0,0,10238.4830793068,0.0387095313875231,0.193547656937615,0.193547656937615
"943532","E02002436","E02002373",2,0,0,0,1,0,0,1,0,0,0,0,10305.6894700462,0.0381927069805837,0.0763854139611673,0.0763854139611673
"943533","E02002436","E02002374",2,0,0,0,0,0,0,2,0,0,0,0,10473.5585508004,0.0369317186008645,0.073863437201729,0.073863437201729
"943534","E02002436","E02002376",1,0,0,0,0,0,0,1,0,0,0,0,10248.8438502799,0.0386294023182518,0.0386294023182518,0.0386294023182518
"943535","E02002436","E02002377",4,0,0,0,0,0,0,4,0,0,0,0,9922.16539727318,0.0412375560272382,0.164950224108953,0.164950224108953
"943536","E02002436","E02002379",3,0,0,0,0,0,0,3,0,0,0,0,11120.5010836013,0.032449409895166,0.097348229685498,0.097348229685498
"943537","E02002436","E02002380",1,0,0,0,0,0,0,1,0,0,0,0,11485.6887401605,0.030163866261678,0.030163866261678,0.030163866261678
"943538","E02002436","E02002381",6,0,0,0,0,0,0,5,0,0,1,0,12201.117145141,0.0261424138119116,0.15685448287147,0.15685448287147
"943539","E02002436","E02002383",2,0,0,0,0,0,0,1,0,0,1,0,9364.98986096435,0.0460986885870929,0.0921973771741858,0.0921973771741858
"943540","E02002436","E02002384",25,0,0,0,0,0,0,22,1,0,2,0,9097.90038183153,0.0486281410990319,1.2157035274758,1.2157035274758
"943541","E02002436","E02002385",7,0,0,0,0,0,0,5,2,0,0,0,9176.88822914249,0.047865970732596,0.335061795128172,0.335061795128172
"943542","E02002436","E02002386",11,0,0,0,1,0,1,9,0,0,0,0,12099.0212452973,0.0266817076960251,0.293498784656277,0.293498784656277
"943543","E02002436","E02002387",8,0,0,0,0,0,0,4,4,0,0,0,10648.973790788,0.0356585060222039,0.285268048177631,0.285268048177631
"943544","E02002436","E02002388",1,0,0,0,0,0,0,1,0,0,0,0,9877.68326175547,0.0416060596908778,0.0416060596908778,0.0416060596908778
"943545","E02002436","E02002390",6,0,0,0,1,0,0,4,1,0,0,0,10170.6414405864,0.0392383343696221,0.235430006217733,0.235430006217733
"943546","E02002436","E02002391",14,0,0,0,3,0,1,8,1,0,1,0,11703.4499793169,0.0288783586451492,0.404297021032089,0.404297021032089
"943547","E02002436","E02002392",21,0,0,0,3,0,0,18,0,0,0,0,8574.35171694556,0.0539961167135875,1.13391845098534,1.13391845098534
"943548","E02002436","E02002393",36,0,0,0,3,1,1,26,4,0,1,0,8682.66342362959,0.0528390124442208,1.90220444799195,1.90220444799195
"943549","E02002436","E02002394",5,0,0,0,0,0,0,5,0,0,0,0,8755.87518755804,0.0520709617402083,0.260354808701042,0.260354808701042
"943550","E02002436","E02002395",8,0,0,1,0,0,0,7,0,0,0,0,12771.0813905132,0.0233259435111373,0.186607548089098,0.186607548089098
"943551","E02002436","E02002396",10,0,0,0,0,1,0,7,1,0,1,0,9131.29188673232,0.0483044697270571,0.483044697270571,0.483044697270571
"943552","E02002436","E02002399",20,0,0,0,2,0,0,14,4,0,0,0,7276.31864657277,0.0700016452497945,1.40003290499589,1.40003290499589
"943553","E02002436","E02002400",39,0,0,0,7,0,1,26,5,0,0,0,7972.25222849791,0.0609060205208349,2.37533480031256,2.37533480031256
"943554","E02002436","E02002401",2,0,0,0,0,0,0,2,0,0,0,0,7442.52599672424,0.0677129383943089,0.135425876788618,0.135425876788618
"943555","E02002436","E02002402",9,0,0,0,0,0,0,9,0,0,0,0,10287.7903034547,0.0383296755215489,0.34496707969394,0.34496707969394
"943556","E02002436","E02002403",9,0,0,0,0,0,0,7,2,0,0,0,12997.1458431023,0.0222947964020153,0.200653167618138,0.200653167618138
"943557","E02002436","E02002404",15,0,0,0,0,0,0,14,1,0,0,0,7446.35430863474,0.067661112987513,1.01491669481269,1.01491669481269
"943558","E02002436","E02002405",3,0,0,0,0,0,0,3,0,0,0,0,11288.7108323325,0.031375907087509,0.0941277212625269,0.0941277212625269
"943559","E02002436","E02002406",2,0,0,0,0,0,0,2,0,0,0,0,13525.1787250637,0.0200603800826208,0.0401207601652416,0.0401207601652416
"943560","E02002436","E02002407",2,0,0,0,0,0,0,2,0,0,0,0,8078.21808130265,0.059628810707053,0.119257621414106,0.119257621414106
"943561","E02002436","E02002408",6,0,0,0,0,0,0,6,0,0,0,0,9646.09195828764,0.0435785075623098,0.261471045373859,0.261471045373859
"943562","E02002436","E02002410",15,0,0,0,0,0,0,15,0,0,0,0,7123.56090992125,0.0721733087519145,1.08259963127872,1.08259963127872
"943563","E02002436","E02002411",27,0,0,0,1,0,0,23,2,1,0,0,6383.56215305512,0.0836858614644833,2.25951825954105,1.25951825954105
"943564","E02002436","E02002412",20,0,0,0,3,0,0,17,0,0,0,0,6593.23165514515,0.0802491478792919,1.60498295758584,1.60498295758584
"943565","E02002436","E02002414",31,0,0,0,2,0,0,28,0,1,0,0,5996.50252632613,0.0904214908142566,2.80306621524196,1.80306621524196
"943566","E02002436","E02002415",8,0,0,0,0,0,0,8,0,0,0,0,5162.40308432478,0.10683673817646,0.854693905411678,0.854693905411678
"943567","E02002436","E02002416",10,0,0,0,0,0,0,10,0,0,0,0,10085.8529895084,0.0399093996660777,0.399093996660777,0.399093996660777
"943568","E02002436","E02002417",2,0,0,0,0,0,0,2,0,0,0,0,14549.1788071822,0.0163454032858724,0.0326908065717448,0.0326908065717448
"943569","E02002436","E02002419",53,0,0,0,6,0,0,43,4,0,0,0,5226.77383854819,0.105470121781854,5.58991645443826,5.58991645443826
"943570","E02002436","E02002420",43,0,0,0,4,1,1,28,5,0,3,1,4285.79890897145,0.127309699012572,5.47431705754058,5.47431705754058
"943571","E02002436","E02002421",4,0,0,0,2,0,0,0,1,0,1,0,4425.14527719356,0.123810654558567,0.49524261823427,0.49524261823427
"943572","E02002436","E02002422",67,0,0,0,24,0,0,36,5,0,2,0,4244.90656503855,0.128355166747419,8.59979617207707,8.59979617207707
"943573","E02002436","E02002423",3,0,0,0,0,0,0,3,0,0,0,0,3939.83494212745,0.136430521662376,0.409291564987127,0.409291564987127
"943574","E02002436","E02002424",42,0,0,0,9,1,0,26,5,0,0,1,5534.44559026776,0.0991757329260169,4.16538078289271,4.16538078289271
"943575","E02002436","E02002425",11,0,0,0,2,0,1,7,1,0,0,0,7509.9580105712,0.0668058647629932,0.734864512392925,0.734864512392925
"943576","E02002436","E02002426",6,0,0,0,0,0,0,6,0,0,0,0,7045.36352671584,0.0733109342742775,0.439865605645665,0.439865605645665
"943577","E02002436","E02002427",12,0,0,0,1,0,0,10,1,0,0,0,5296.11382964225,0.104017557678894,1.24821069214673,1.24821069214673
"943578","E02002436","E02002428",8,0,0,0,0,0,0,5,3,0,0,0,2885.48891392219,0.16845770205021,1.34766161640168,1.34766161640168
"943579","E02002436","E02002429",9,0,0,0,1,0,0,7,0,0,1,0,5710.6378298049,0.0957417927225164,0.861676134502647,0.861676134502647
"943580","E02002436","E02002430",2,0,0,0,0,0,0,1,1,0,0,0,2277.82718859537,0.190226798562012,0.380453597124024,0.380453597124024
"943581","E02002436","E02002431",56,0,0,2,9,0,1,20,9,3,12,0,2841.34715563456,0.16995149002398,9.5172834413429,6.5172834413429
"943582","E02002436","E02002433",105,0,0,0,21,1,2,62,11,1,7,0,3663.46915347306,0.144183766749563,15.1392955087041,14.1392955087041
"943583","E02002436","E02002434",38,0,0,0,0,0,0,26,2,1,8,1,2214.38160105784,0.192655988304773,7.32092755558139,6.32092755558139
"943584","E02002436","E02002435",171,0,0,0,15,5,0,119,20,1,11,0,4064.46942401898,0.133071767753111,22.7552722857819,21.7552722857819
"943585","E02002436","E02002436",207,0,0,0,5,0,0,67,9,3,123,0,0,0.3,62.1,59.1
"943586","E02002436","E02002437",13,0,0,0,0,1,0,8,1,0,3,0,1776.72144160867,0.21027962367972,2.73363510783636,2.73363510783636
"943587","E02002436","E02002439",15,0,0,0,0,0,0,14,1,0,0,0,0,0.3,4.5,4.5
"943588","E02002436","E02002441",7,0,0,0,1,0,0,5,1,0,0,0,0,0.3,2.1,2.1
"943589","E02002436","E02002442",7,0,0,0,0,0,0,7,0,0,0,0,0,0.3,2.1,2.1
"943590","E02002436","E02002443",11,0,0,0,1,0,0,6,3,0,1,0,0,0.3,3.3,3.3
"943591","E02002436","E02002444",5,0,0,0,0,0,0,5,0,0,0,0,0,0.3,1.5,1.5
"943592","E02002436","E02002445",33,0,0,0,3,0,0,24,3,2,1,0,0,0.3,9.9,7.9
"943593","E02002436","E02002446",14,0,0,0,1,0,0,10,2,0,1,0,0,0.3,4.2,4.2
"943594","E02002436","E02002448",6,0,0,0,0,0,0,3,3,0,0,0,0,0.3,1.8,1.8
"943595","E02002436","E02002449",2,0,0,0,0,0,0,1,1,0,0,0,0,0.3,0.6,0.6
"943596","E02002436","E02002450",13,0,0,0,0,0,0,12,1,0,0,0,0,0.3,3.9,3.9
"943597","E02002436","E02002451",88,0,0,1,3,0,0,71,5,4,4,0,0,0.3,26.4,22.4
"943598","E02002436","E02002452",3,0,0,0,0,0,0,3,0,0,0,0,0,0.3,0.9,0.9
"943599","E02002436","E02002453",5,0,0,0,0,0,0,4,1,0,0,0,0,0.3,1.5,1.5
"943600","E02002436","E02002454",93,0,0,0,12,3,0,66,11,1,0,0,0,0.3,27.9,26.9
"943601","E02002436","E02002456",54,0,0,0,13,0,0,32,6,3,0,0,0,0.3,16.2,13.2
"943602","E02002436","E02002457",3,0,0,0,0,0,0,3,0,0,0,0,0,0.3,0.9,0.9
"943603","E02002436","E02002458",22,0,0,0,0,0,0,16,4,2,0,0,0,0.3,6.6,4.6
"943604","E02002436","E02002459",19,0,0,0,3,0,0,14,2,0,0,0,0,0.3,5.7,5.7
"943605","E02002436","E02002461",9,0,0,0,0,0,0,9,0,0,0,0,0,0.3,2.7,2.7
"943606","E02002436","E02002462",14,0,0,0,0,0,0,13,1,0,0,0,0,0.3,4.2,4.2
"943607","E02002436","E02002463",7,0,0,0,1,0,0,6,0,0,0,0,0,0.3,2.1,2.1
"943608","E02002436","E02002464",6,0,0,0,0,0,0,6,0,0,0,0,0,0.3,1.8,1.8
"943609","E02002436","E02002465",28,0,0,0,5,1,0,22,0,0,0,0,0,0.3,8.4,8.4
"943610","E02002436","E02002466",9,0,0,0,0,0,0,9,0,0,0,0,0,0.3,2.7,2.7
"943611","E02002436","E02002467",12,0,0,0,0,0,0,11,1,0,0,0,0,0.3,3.6,3.6
"943612","E02002436","E02002468",7,0,0,0,0,0,0,7,0,0,0,0,0,0.3,2.1,2.1
"943613","E02002436","E02002470",11,0,0,0,3,0,0,7,1,0,0,0,0,0.3,3.3,3.3
"943614","E02002436","E02002472",6,0,0,0,0,0,0,6,0,0,0,0,0,0.3,1.8,1.8
"943615","E02002436","E02002473",8,0,0,0,0,0,0,7,1,0,0,0,0,0.3,2.4,2.4
"943616","E02002436","E02002474",2,0,0,0,0,0,0,2,0,0,0,0,0,0.3,0.6,0.6
"943662","E02002436","E02005773",1,0,0,0,0,0,0,1,0,0,0,0,0,0.3,0.3,0.3
"943663","E02002436","E02005775",1,0,0,0,0,0,0,1,0,0,0,0,0,0.3,0.3,0.3
"943664","E02002436","E02005776",1,0,0,0,0,0,0,0,1,0,0,0,0,0.3,0.3,0.3
"943665","E02002436","E02005777",1,0,0,0,0,0,0,1,0,0,0,0,0,0.3,0.3,0.3
"943666","E02002436","E02005778",1,0,0,0,0,0,0,1,0,0,0,0,0,0.3,0.3,0.3
"943667","E02002436","E02005779",2,0,0,0,0,0,0,2,0,0,0,0,0,0.3,0.6,0.6
"943668","E02002436","E02005780",2,0,0,0,0,0,0,2,0,0,0,0,0,0.3,0.6,0.6
"943669","E02002436","E02005809",1,0,0,0,0,0,0,1,0,0,0,0,0,0.3,0.3,0.3
"943670","E02002436","E02005810",1,0,0,0,0,0,0,0,1,0,0,0,0,0.3,0.3,0.3
"943671","E02002436","E02005812",4,0,0,0,1,0,0,3,0,0,0,0,0,0.3,1.2,1.2
"943686","E02002436","E02006852",5,0,0,0,0,0,0,5,0,0,0,0,11939.5614226665,0.0275463541233987,0.137731770616994,0.137731770616994
"943687","E02002436","E02006861",5,0,0,0,0,0,0,4,1,0,0,0,10081.3659667943,0.0399452306176645,0.199726153088322,0.199726153088322
"943688","E02002436","E02006875",220,0,0,26,56,0,3,106,15,6,6,2,7605.62765577046,0.0655397575176172,14.4187466538758,8.41874665387579
"943689","E02002436","E02006876",128,0,0,0,8,1,1,103,12,2,1,0,5607.34074406553,0.0977403356398425,12.5107629618998,10.5107629618998
"943772","E02002437","E02002183",1,0,0,0,0,0,0,0,1,0,0,0,0,0.3,0.3,0.3
"943773","E02002437","E02002184",3,0,0,0,0,0,0,3,0,0,0,0,0,0.3,0.9,0.9
"943774","E02002437","E02002186",1,0,0,0,0,0,0,1,0,0,0,0,0,0.3,0.3,0.3
"943775","E02002437","E02002187",1,0,0,0,0,0,0,1,0,0,0,0,0,0.3,0.3,0.3
"943776","E02002437","E02002189",1,0,0,0,0,0,0,1,0,0,0,0,0,0.3,0.3,0.3
"943777","E02002437","E02002195",1,0,0,0,0,0,0,1,0,0,0,0,0,0.3,0.3,0.3
"943778","E02002437","E02002199",1,0,0,0,0,0,0,1,0,0,0,0,0,0.3,0.3,0.3
"943779","E02002437","E02002201",4,0,0,0,0,0,0,4,0,0,0,0,0,0.3,1.2,1.2
"943780","E02002437","E02002202",5,0,0,2,1,0,0,2,0,0,0,0,0,0.3,1.5,1.5
"943781","E02002437","E02002203",1,0,0,0,0,0,0,1,0,0,0,0,0,0.3,0.3,0.3
"943782","E02002437","E02002204",1,0,0,0,0,0,0,1,0,0,0,0,0,0.3,0.3,0.3
"943784","E02002437","E02002208",2,0,0,0,0,0,0,2,0,0,0,0,0,0.3,0.6,0.6
